Maior65Anos,Conjuge,Dependentes,MesesDeContrato,TelefoneFixo,VariasLinhasTelefonicas,ServicoDeInternet,SegurancaOnline,BackupOnline,SeguroNoDispositivo,SuporteTecnico,TVaCabo,StreamingDeFilmes,TipoDeContrato,PagamentoOnline,FormaDePagamento,ContaMensal,Churn
0,Sim,Sim,12,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,Mensalmente,Nao,ChequePapel,19.0,Sim
0,Nao,Nao,1,Sim,Nao,FibraOptica,Sim,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,ChequePapel,75.3,Sim
1,Nao,Nao,4,Sim,Sim,FibraOptica,Nao,Nao,Sim,Nao,Sim,Nao,Mensalmente,Sim,ChequeDigital,89.2,Sim
0,Sim,Sim,1,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,Mensalmente,Sim,ChequePapel,19.0,Nao
0,Nao,Nao,3,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,Mensalmente,Sim,ChequePapel,20.0,Nao
1,Nao,Nao,1,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Sim,Nao,Mensalmente,Sim,ChequeDigital,85.7,Sim
0,Nao,Nao,52,Sim,Nao,DSL,Sim,Sim,Nao,Nao,Sim,Nao,DoisAnos,Sim,CartaoDeCredito,63.25,Nao
0,Sim,Sim,5,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,UmAno,Nao,ChequePapel,20.1,Nao
0,Sim,Nao,72,Sim,Sim,FibraOptica,Sim,Sim,Sim,Nao,Nao,Sim,DoisAnos,Sim,ChequeDigital,99.15,Nao
0,Sim,Sim,71,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,DoisAnos,Nao,ChequeDigital,90.4,Nao
0,Sim,Nao,72,Sim,Sim,FibraOptica,Sim,Nao,Sim,Sim,Sim,Sim,DoisAnos,Sim,CartaoDeCredito,111.9,Nao
0,Sim,Sim,46,Sim,Sim,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,UmAno,Nao,ChequeDigital,24.9,Nao
0,Sim,Sim,63,Sim,Sim,DSL,Sim,Sim,Sim,Nao,Sim,Sim,DoisAnos,Nao,CartaoDeCredito,83.5,Nao
0,Nao,Nao,30,Sim,Nao,FibraOptica,Sim,Sim,Sim,Nao,Nao,Nao,Mensalmente,Sim,CartaoDeCredito,84.3,Nao
0,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,ChequePapel,45.6,Nao
0,Nao,Nao,12,Sim,Sim,DSL,Sim,Nao,Sim,Sim,Nao,Nao,Mensalmente,Sim,ChequePapel,61.65,Sim
0,Nao,Nao,16,Nao,SemServicoTelefonico,DSL,Sim,Sim,Sim,Sim,Sim,Nao,DoisAnos,Nao,ChequePapel,54.85,Nao
0,Nao,Nao,4,Sim,Sim,DSL,Nao,Nao,Nao,Sim,Nao,Sim,Mensalmente,Nao,ChequePapel,65.55,Nao
0,Sim,Nao,51,Sim,Sim,FibraOptica,Nao,Sim,Nao,Nao,Nao,Sim,UmAno,Sim,CartaoDeCredito,90.35,Nao
0,Sim,Nao,65,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,DoisAnos,Sim,CartaoDeCredito,20.4,Nao
0,Nao,Nao,16,Sim,Nao,FibraOptica,Nao,Nao,Nao,Sim,Nao,Nao,Mensalmente,Sim,CartaoDeCredito,74.55,Nao
0,Nao,Nao,2,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,UmAno,Nao,ChequePapel,19.95,Nao
0,Sim,Sim,66,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,UmAno,Sim,DebitoEmConta,74.25,Nao
0,Nao,Nao,46,Sim,Sim,FibraOptica,Nao,Sim,Sim,Sim,Sim,Sim,DoisAnos,Nao,ChequeDigital,108.65,Nao
0,Nao,Nao,32,Sim,Sim,FibraOptica,Sim,Nao,Sim,Sim,Sim,Sim,UmAno,Sim,DebitoEmConta,109.55,Nao
0,Sim,Nao,72,Sim,Sim,DSL,Sim,Nao,Sim,Sim,Sim,Sim,DoisAnos,Nao,CartaoDeCredito,86.65,Nao
0,Sim,Sim,38,Sim,Nao,DSL,Sim,Nao,Sim,Sim,Sim,Sim,DoisAnos,Nao,CartaoDeCredito,81.0,Nao
0,Nao,Sim,51,Sim,Nao,DSL,Nao,Nao,Nao,Sim,Nao,Nao,UmAno,Nao,CartaoDeCredito,47.85,Nao
0,Sim,Sim,72,Sim,Sim,FibraOptica,Sim,Sim,Sim,Sim,Sim,Sim,DoisAnos,Nao,DebitoEmConta,114.55,Nao
1,Sim,Nao,65,Sim,Sim,FibraOptica,Sim,Nao,Sim,Nao,Sim,Sim,Mensalmente,Nao,DebitoEmConta,105.25,Sim
0,Sim,Sim,9,Nao,SemServicoTelefonico,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Mensalmente,Sim,ChequeDigital,29.95,Sim
0,Sim,Sim,9,Sim,Nao,DSL,Sim,Sim,Sim,Sim,Nao,Nao,Mensalmente,Nao,ChequePapel,65.0,Sim
0,Nao,Sim,66,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,DoisAnos,Nao,ChequePapel,20.55,Nao
1,Nao,Nao,44,Sim,Sim,FibraOptica,Sim,Sim,Sim,Nao,Sim,Sim,UmAno,Sim,CartaoDeCredito,109.8,Nao
0,Nao,Nao,50,Sim,Sim,DSL,Nao,Nao,Sim,Sim,Nao,Sim,DoisAnos,Nao,DebitoEmConta,69.5,Nao
0,Nao,Nao,15,Sim,Sim,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,ChequePapel,48.85,Nao
0,Nao,Nao,8,Nao,SemServicoTelefonico,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,CartaoDeCredito,25.25,Nao
1,Nao,Nao,66,Sim,Sim,FibraOptica,Nao,Nao,Sim,Sim,Sim,Sim,UmAno,Sim,CartaoDeCredito,102.85,Nao
0,Nao,Nao,57,Sim,Sim,FibraOptica,Sim,Sim,Nao,Sim,Nao,Nao,Mensalmente,Sim,DebitoEmConta,87.55,Nao
0,Nao,Nao,7,Sim,Sim,FibraOptica,Nao,Sim,Nao,Nao,Nao,Nao,Mensalmente,Sim,DebitoEmConta,78.55,Nao
1,Sim,Sim,10,Nao,SemServicoTelefonico,DSL,Nao,Nao,Nao,Nao,Nao,Sim,Mensalmente,Sim,DebitoEmConta,34.55,Nao
0,Nao,Nao,62,Sim,Sim,FibraOptica,Sim,Sim,Sim,Nao,Nao,Nao,UmAno,Sim,ChequeDigital,92.05,Nao
0,Sim,Sim,40,Sim,Nao,FibraOptica,Nao,Nao,Sim,Nao,Sim,Nao,UmAno,Sim,ChequeDigital,85.05,Nao
0,Nao,Nao,20,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,DoisAnos,Nao,ChequePapel,19.7,Nao
0,Nao,Nao,7,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,Mensalmente,Nao,DebitoEmConta,20.0,Sim
0,Sim,Nao,25,Sim,Nao,FibraOptica,Nao,Nao,Nao,Sim,Sim,Sim,Mensalmente,Sim,ChequeDigital,95.15,Nao
0,Sim,Nao,23,Sim,Sim,FibraOptica,Nao,Sim,Sim,Nao,Nao,Nao,Mensalmente,Nao,ChequeDigital,84.25,Nao
1,Sim,Nao,66,Sim,Sim,FibraOptica,Nao,Sim,Sim,Nao,Sim,Sim,UmAno,Nao,CartaoDeCredito,104.6,Nao
1,Nao,Nao,72,Sim,Sim,FibraOptica,Nao,Sim,Sim,Sim,Sim,Sim,DoisAnos,Nao,ChequeDigital,111.65,Nao
1,Sim,Nao,49,Sim,Sim,FibraOptica,Nao,Sim,Nao,Nao,Nao,Sim,Mensalmente,Nao,CartaoDeCredito,90.05,Sim
1,Sim,Sim,43,Sim,Sim,FibraOptica,Nao,Sim,Sim,Sim,Sim,Sim,Mensalmente,Sim,DebitoEmConta,110.75,Sim
0,Sim,Nao,46,Sim,Sim,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,DebitoEmConta,55.0,Nao
0,Sim,Sim,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,DoisAnos,Nao,CartaoDeCredito,89.85,Nao
0,Nao,Nao,10,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,UmAno,Nao,ChequePapel,20.35,Nao
0,Nao,Nao,40,Nao,SemServicoTelefonico,DSL,Sim,Nao,Nao,Sim,Sim,Sim,UmAno,Sim,DebitoEmConta,54.55,Nao
0,Sim,Sim,65,Sim,Sim,FibraOptica,Nao,Sim,Sim,Nao,Sim,Sim,Mensalmente,Sim,ChequeDigital,105.5,Sim
0,Nao,Nao,31,Sim,Nao,FibraOptica,Nao,Nao,Sim,Sim,Sim,Sim,DoisAnos,Nao,DebitoEmConta,99.45,Nao
0,Sim,Nao,68,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Nao,Nao,DoisAnos,Nao,CartaoDeCredito,70.9,Nao
1,Sim,Sim,56,Sim,Sim,FibraOptica,Sim,Nao,Sim,Nao,Sim,Sim,UmAno,Sim,DebitoEmConta,104.55,Sim
0,Sim,Nao,10,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Nao,Sim,Mensalmente,Sim,ChequeDigital,85.25,Sim
0,Sim,Sim,68,Sim,Sim,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,DoisAnos,Nao,DebitoEmConta,25.4,Nao
0,Sim,Sim,43,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Sim,Nao,Mensalmente,Nao,ChequeDigital,56.15,Sim
0,Nao,Nao,1,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Sim,Sim,Mensalmente,Sim,ChequeDigital,89.55,Sim
1,Nao,Nao,49,Sim,Nao,FibraOptica,Nao,Sim,Sim,Nao,Nao,Sim,UmAno,Sim,DebitoEmConta,89.85,Nao
0,Sim,Sim,15,Sim,Sim,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,Mensalmente,Sim,ChequeDigital,25.25,Nao
1,Sim,Nao,20,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Sim,Sim,Mensalmente,Sim,ChequeDigital,94.55,Sim
0,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,ChequePapel,45.7,Sim
0,Sim,Sim,50,Sim,Sim,DSL,Nao,Nao,Sim,Sim,Sim,Nao,UmAno,Sim,ChequeDigital,69.65,Nao
1,Nao,Nao,2,Sim,Sim,FibraOptica,Nao,Sim,Nao,Nao,Nao,Sim,Mensalmente,Nao,ChequeDigital,89.5,Sim
1,Nao,Nao,24,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,CartaoDeCredito,70.0,Nao
0,Nao,Nao,3,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,DebitoEmConta,69.55,Sim
0,Nao,Nao,1,Sim,Nao,FibraOptica,Nao,Nao,Sim,Nao,Nao,Nao,Mensalmente,Sim,ChequePapel,74.6,Sim
0,Sim,Sim,35,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,DoisAnos,Nao,ChequePapel,20.1,Nao
0,Nao,Nao,17,Sim,Sim,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,Mensalmente,Nao,ChequePapel,24.8,Nao
1,Nao,Nao,8,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,Mensalmente,Nao,ChequeDigital,19.65,Sim
0,Nao,Nao,10,Sim,Nao,FibraOptica,Nao,Nao,Nao,Sim,Sim,Sim,Mensalmente,Sim,CartaoDeCredito,95.1,Nao
0,Sim,Sim,68,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,DoisAnos,Sim,CartaoDeCredito,88.85,Nao
0,Sim,Nao,45,Sim,Nao,DSL,Sim,Sim,Sim,Nao,Sim,Sim,UmAno,Nao,DebitoEmConta,78.8,Nao
0,Sim,Sim,2,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,UmAno,Nao,ChequePapel,19.85,Sim
0,Sim,Nao,37,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,Mensalmente,Nao,DebitoEmConta,20.35,Nao
0,Nao,Nao,4,Nao,SemServicoTelefonico,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,ChequePapel,24.25,Sim
0,Nao,Nao,10,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,ChequePapel,45.25,Nao
0,Nao,Nao,1,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,Mensalmente,Nao,ChequePapel,20.05,Nao
0,Sim,Sim,65,Sim,Sim,DSL,Sim,Sim,Nao,Nao,Nao,Sim,DoisAnos,Sim,ChequePapel,69.55,Nao
0,Sim,Sim,57,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,DoisAnos,Nao,DebitoEmConta,19.5,Nao
0,Nao,Nao,3,Sim,Nao,FibraOptica,Nao,Nao,Sim,Nao,Nao,Nao,Mensalmente,Sim,ChequePapel,74.75,Nao
0,Nao,Nao,2,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,ChequeDigital,69.65,Sim
0,Nao,Nao,49,Nao,SemServicoTelefonico,DSL,Nao,Nao,Sim,Nao,Nao,Nao,Mensalmente,Sim,DebitoEmConta,30.2,Nao
0,Nao,Nao,4,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,ChequePapel,45.65,Sim
0,Sim,Nao,70,Nao,SemServicoTelefonico,DSL,Nao,Sim,Sim,Sim,Sim,Sim,DoisAnos,Nao,DebitoEmConta,57.8,Nao
0,Sim,Sim,53,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,UmAno,Sim,DebitoEmConta,19.85,Nao
0,Sim,Sim,53,Sim,Sim,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,DoisAnos,Nao,CartaoDeCredito,25.55,Nao
0,Nao,Nao,1,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,ChequePapel,75.05,Sim
0,Nao,Nao,22,Sim,Sim,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,Mensalmente,Sim,CartaoDeCredito,24.85,Nao
1,Nao,Nao,52,Nao,SemServicoTelefonico,DSL,Nao,Sim,Nao,Nao,Sim,Sim,Mensalmente,Sim,ChequeDigital,49.15,Sim
1,Nao,Nao,65,Sim,Sim,FibraOptica,Sim,Nao,Sim,Sim,Sim,Sim,DoisAnos,Sim,ChequeDigital,110.35,Nao
0,Nao,Nao,48,Sim,Sim,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,UmAno,Nao,DebitoEmConta,24.55,Nao
0,Nao,Nao,2,Nao,SemServicoTelefonico,DSL,Nao,Nao,Nao,Nao,Nao,Sim,Mensalmente,Sim,ChequeDigital,34.7,Sim
0,Nao,Nao,3,Sim,Sim,FibraOptica,Nao,Sim,Sim,Nao,Sim,Sim,Mensalmente,Nao,ChequePapel,107.95,Nao
0,Sim,Nao,45,Sim,Sim,FibraOptica,Nao,Sim,Nao,Nao,Nao,Nao,Mensalmente,Nao,DebitoEmConta,81.4,Nao
0,Sim,Sim,1,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Sim,Mensalmente,Nao,ChequeDigital,80.0,Sim
0,Sim,Sim,61,Sim,Nao,DSL,Nao,Nao,Sim,Sim,Sim,Sim,DoisAnos,Sim,DebitoEmConta,73.8,Nao
0,Nao,Nao,3,Sim,Nao,DSL,Sim,Nao,Nao,Sim,Sim,Nao,Mensalmente,Sim,CartaoDeCredito,64.4,Nao
1,Nao,Nao,40,Sim,Sim,FibraOptica,Nao,Nao,Sim,Sim,Sim,Sim,UmAno,Sim,CartaoDeCredito,103.75,Nao
0,Nao,Nao,1,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,ChequePapel,71.1,Nao
0,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Sim,Nao,Nao,Mensalmente,Sim,ChequeDigital,49.9,Nao
0,Nao,Nao,51,Sim,Sim,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,UmAno,Sim,DebitoEmConta,24.6,Nao
1,Nao,Nao,2,Sim,Nao,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,ChequeDigital,49.25,Sim
0,Nao,Nao,52,Nao,SemServicoTelefonico,DSL,Nao,Sim,Nao,Nao,Nao,Nao,UmAno,Nao,ChequePapel,30.1,Nao
0,Nao,Nao,51,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Nao,Sim,Mensalmente,Nao,DebitoEmConta,83.4,Nao
0,Nao,Nao,1,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,Mensalmente,Sim,ChequePapel,20.45,Nao
0,Sim,Sim,31,Sim,Sim,DSL,Sim,Sim,Nao,Sim,Nao,Sim,UmAno,Sim,DebitoEmConta,75.25,Nao
0,Nao,Sim,47,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,UmAno,Nao,CartaoDeCredito,20.55,Nao
0,Nao,Nao,3,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,CartaoDeCredito,75.1,Sim
1,Nao,Nao,22,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,UmAno,Sim,ChequePapel,20.05,Nao
0,Sim,Nao,1,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,Mensalmente,Sim,ChequePapel,20.65,Nao
0,Sim,Nao,72,Sim,Sim,DSL,Nao,Sim,Sim,Sim,Sim,Sim,DoisAnos,Sim,DebitoEmConta,85.15,Nao
0,Sim,Sim,3,Sim,Nao,DSL,Nao,Nao,Sim,Nao,Nao,Nao,Mensalmente,Sim,ChequeDigital,50.15,Sim
1,Sim,Sim,47,Sim,Nao,FibraOptica,Nao,Sim,Nao,Nao,Sim,Nao,UmAno,Sim,DebitoEmConta,84.95,Nao
0,Sim,Sim,72,Sim,Sim,DSL,Sim,Nao,Sim,Sim,Nao,Nao,DoisAnos,Sim,CartaoDeCredito,66.5,Nao
0,Sim,Sim,66,Sim,Sim,DSL,Nao,Nao,Sim,Nao,Sim,Nao,DoisAnos,Sim,DebitoEmConta,63.3,Nao
0,Nao,Nao,35,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Sim,Nao,Mensalmente,Nao,ChequeDigital,83.15,Nao
0,Nao,Nao,29,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Nao,Sim,Mensalmente,Sim,ChequeDigital,84.9,Nao
0,Nao,Nao,2,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,Mensalmente,Sim,ChequePapel,20.55,Nao
0,Nao,Nao,4,Sim,Nao,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Mensalmente,Nao,ChequePapel,49.25,Nao
0,Nao,Nao,25,Sim,Nao,FibraOptica,Sim,Sim,Nao,Nao,Nao,Nao,Mensalmente,Sim,DebitoEmConta,79.85,Sim
0,Nao,Nao,65,Sim,Nao,DSL,Sim,Sim,Nao,Sim,Nao,Nao,DoisAnos,Sim,ChequePapel,59.6,Nao
1,Nao,Nao,27,Sim,Sim,FibraOptica,Nao,Sim,Nao,Sim,Sim,Sim,UmAno,Sim,DebitoEmConta,104.65,Nao
0,Sim,Nao,29,Sim,Nao,FibraOptica,Nao,Nao,Sim,Nao,Nao,Nao,Mensalmente,Sim,CartaoDeCredito,75.3,Nao
0,Sim,Sim,29,Sim,Sim,DSL,Nao,Sim,Sim,Nao,Sim,Sim,Mensalmente,Nao,CartaoDeCredito,80.1,Nao
0,Nao,Nao,1,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,Mensalmente,Nao,ChequePapel,19.55,Sim
0,Sim,Nao,20,Sim,Nao,FibraOptica,Nao,Nao,Sim,Sim,Nao,Nao,Mensalmente,Sim,ChequePapel,81.0,Nao
0,Nao,Nao,58,Sim,Sim,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,DoisAnos,Sim,CartaoDeCredito,24.7,Nao
0,Nao,Sim,14,Sim,Sim,FibraOptica,Sim,Nao,Nao,Sim,Nao,Nao,Mensalmente,Sim,ChequePapel,86.0,Nao
0,Sim,Nao,72,Sim,Sim,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,DoisAnos,Nao,ChequePapel,25.4,Nao
0,Nao,Nao,46,Sim,Sim,FibraOptica,Sim,Nao,Nao,Nao,Sim,Nao,Mensalmente,Sim,CartaoDeCredito,89.15,Nao
0,Sim,Nao,71,Nao,SemServicoTelefonico,DSL,Nao,Sim,Sim,Sim,Sim,Sim,DoisAnos,Nao,DebitoEmConta,58.25,Nao
0,Nao,Nao,32,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Nao,Sim,Mensalmente,Sim,DebitoEmConta,85.65,Nao
0,Nao,Nao,26,Nao,SemServicoTelefonico,DSL,Nao,Nao,Sim,Nao,Sim,Sim,Mensalmente,Sim,CartaoDeCredito,50.35,Nao
1,Sim,Nao,68,Sim,Sim,FibraOptica,Nao,Nao,Sim,Nao,Nao,Nao,Mensalmente,Sim,CartaoDeCredito,80.35,Nao
0,Sim,Sim,2,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,UmAno,Nao,ChequePapel,20.2,Nao
0,Sim,Sim,61,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,DoisAnos,Nao,CartaoDeCredito,20.55,Nao
0,Sim,Sim,4,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Nao,Sim,Mensalmente,Sim,ChequeDigital,85.95,Sim
0,Nao,Nao,3,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,ChequeDigital,45.35,Sim
1,Sim,Nao,33,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Sim,Sim,Mensalmente,Sim,ChequeDigital,94.5,Sim
1,Sim,Nao,9,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,Mensalmente,Sim,ChequePapel,21.25,Nao
0,Nao,Nao,22,Sim,Sim,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,DoisAnos,Nao,ChequePapel,26.25,Nao
0,Sim,Sim,5,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Sim,Nao,Mensalmente,Sim,ChequeDigital,80.85,Nao
1,Nao,Nao,30,Sim,Sim,FibraOptica,Sim,Sim,Sim,Nao,Nao,Nao,Mensalmente,Nao,CartaoDeCredito,91.7,Sim
0,Nao,Nao,65,Sim,Sim,DSL,Nao,Sim,Sim,Sim,Nao,Sim,DoisAnos,Sim,CartaoDeCredito,74.2,Nao
0,Nao,Nao,45,Sim,Sim,FibraOptica,Nao,Nao,Sim,Sim,Nao,Nao,Mensalmente,Sim,ChequeDigital,87.25,Sim
0,Nao,Nao,5,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,Mensalmente,Nao,ChequePapel,20.35,Nao
0,Sim,Sim,25,Sim,Nao,FibraOptica,Nao,Sim,Nao,Nao,Nao,Nao,Mensalmente,Sim,ChequeDigital,75.5,Nao
0,Sim,Sim,72,Sim,Sim,FibraOptica,Sim,Nao,Nao,Nao,Nao,Nao,DoisAnos,Nao,DebitoEmConta,79.05,Nao
0,Sim,Nao,27,Sim,Sim,FibraOptica,Nao,Nao,Sim,Nao,Nao,Sim,Mensalmente,Nao,DebitoEmConta,90.15,Nao
0,Sim,Sim,32,Nao,SemServicoTelefonico,DSL,Nao,Nao,Sim,Nao,Sim,Sim,Mensalmente,Nao,CartaoDeCredito,50.6,Nao
0,Nao,Nao,30,Sim,Sim,FibraOptica,Nao,Sim,Sim,Sim,Sim,Sim,UmAno,Nao,CartaoDeCredito,110.45,Nao
0,Sim,Nao,70,Sim,Nao,FibraOptica,Sim,Sim,Sim,Sim,Nao,Sim,DoisAnos,Nao,CartaoDeCredito,101.0,Nao
1,Nao,Nao,42,Sim,Sim,FibraOptica,Nao,Sim,Nao,Nao,Nao,Nao,Mensalmente,Sim,DebitoEmConta,79.35,Nao
